index	sentence1	label
3576	no da if you run that it activate the full version da.	0
3577	haiyoh... maybe your hamster was jealous of million	0
3578	senthil group company apnt 5pm.	0
3579	hottest pics straight to your phone!! see me getting wet and wanting, just for you xx text pics to 89555 now! txt costs 150p textoperator g696ga 18 xxx	1
3580	there generally isn't one. it's an uncountable noun - u in the dictionary. pieces of research?	0
3581	today iz yellow rose day. if u love my frndship give me 1 misscall &amp; send this to ur frndz &amp; see how many miss calls u get. if u get 6missed u marry ur lover.	0
3582	ya:)going for restaurant..	0
3583	oh did you charge camera	0
3584	my uncles in atlanta. wish you guys a great semester.	0
3585	how is my boy? no sweet words left for me this morning ... *sighs* ... how goes you day, my love ? did you start your studying?	0
3586	yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour	0
3587	:-) yeah! lol. luckily i didn't have a starring role like you!	0
3588	how do friends help us in problems? they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem	0
3589	abeg, make profit. but its a start. are you using it to get sponsors for the next event?	0
3590	hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? i get home tomorrow at 5ish.	0
3591	camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days	1
3592	i've got it down to a tea. not sure which flavour	0
3593	yeah like if it goes like it did with my friends imma flip my shit in like half an hour	0
3594	we don call like  &lt;#&gt;  times oh. no give us hypertension oh.	0
3595	armand says get your ass over to epsilon	0
3596	* will have two more cartons off u and is very pleased with shelves	0
3597	oh really?? did you make it on air? what's your talent?	0
3598	i love you both too :-)	0
3599	you're right i have now that i think about it	0
3600	i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.	0
3601	thanx but my birthday is over already.	0
3602	do u noe wat time e place dat sells 4d closes?	0
3603	ok... ur typical reply...	0
3604	no i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans	0
3605	urgent! your mobile number has been awarded with a ??2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm	1
3606	monthly password for wap. mobsi.com is 391784. use your wap phone not pc.	1
3607	msgs r not time pass.they silently say that i am thinking of u right now and also making u think of me at least 4 a moment. gd nt.swt drms @shesil	0
3608	hi the way i was with u 2day, is the normal way&this is the real me. ur unique&i hope i know u 4 the rest of mylife. hope u find wot was lost.	0
3609	please ask mummy to call father	0
3610	hey, i missed you tm of last night as my phone was on the charge ... *smiles* ... i am meeting a friend shortly	0
3611	those were my exact intentions	0
3612	you are a winner u have been specially selected 2 receive ??1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810	1
3613	only once then after ill obey all yours.	0
3614	do you hide anythiing or keeping distance from me	0
3615	until 545 lor... ya, can go 4 dinner together...	0
3616	the guy (kadeem) hasn't been selling since the break, i know one other guy but he's paranoid as fuck and doesn't like selling without me there and i can't be up there til late tonight	0
3617	hey you still want to go for yogasana? coz if we end at cine then can go bathe and hav the steam bath	0
3618	send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p	1
3619	thank u!	0
3620	for you information, ikea is spelled with all caps. that is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. it makes me want to listen to you less.	0
3621	i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob	0
3622	smsservices. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae	1
3623	just sleeping..and surfing	0
3624	babe, i need your advice	0
3625	u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094599	1
3626	lol ok your forgiven :)	0
3627	where you. what happen	0
3628	not sure i have the stomach for it ...	0
3629	yeah whatever lol	0
3630	yeah just open chat and click friend lists. then make the list. easy as pie	0
3631	that's good. lets thank god. please complete the drug. have lots of water. and have a beautiful day.	0
3632	do u konw waht is rael friendship im gving yuo an exmpel: jsut ese tihs msg.. evrey splleing of tihs msg is wrnog.. bt sitll yuo can raed it wihtuot ayn mitsake.. goodnight &amp; have a nice sleep..sweet dreams..	0
3633	yup i thk they r e teacher said that will make my face look longer. darren ask me not 2 cut too short.	0
3634	oic... i saw him too but i tot he din c me... i found a group liao...	0
3635	when u love someone dont make them to love u as much as u do. but love them so much that they dont want to be loved by anyone except you... gud nit.	0
3636	are you this much buzy	0
3637	free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com	1
3638	u are subscribed to the best mobile content service in the uk for ??3 per 10 days until you send stop to 82324. helpline 08706091795	1
3639	bought one ringtone and now getting texts costing 3 pound offering more tones etc	1
3640	dont pick up d call when something important is there to tell. hrishi	0
3641	my mobile number.pls sms ur mail id.convey regards to achan,amma.rakhesh.qatar	0
3642	she's good. how are you. where r u working now	0
3643	at home watching tv lor.	0
3644	we are at grandmas. oh dear, u still ill? i felt shit this morning but i think i am just hungover! another night then. we leave on sat.	0
3645	i am in office:)whats the matter..msg me now.i will call you at break:).	0
3646	onum ela pa. normal than.	0
3647	at home by the way	0
3648	hope ur head doesn't hurt 2 much ! am ploughing my way through a pile of ironing ! staying in with a chinky tonight come round if you like.	0
3649	what does the dance river do?	0
3650	hope you are not scared!	0
3651	;-) ok. i feel like john lennon.	0
3652	just getting back home	0
3653	urgent! please call 09061743811 from landline. your abta complimentary 4* tenerife holiday or ??5000 cash await collection sae t&cs box 326 cw25wx 150ppm	1
3654	try neva mate!!	0
3655	i'm eatin now lor, but goin back to work soon... e mountain deer show huh... i watch b4 liao, very nice...	0
3656	why tired what special there you had	0
3657	poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .	0
3658	i thk u dun haf 2 hint in e forum already lor... cos i told ron n darren is going 2 tell shuhui.	0
3659	you are a great role model. you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont. i've looked up to you since i was young and i still do. have a great day.	0
3660	where is it. is there any opening for mca.	0
3661	sorry, i'll call later	0
3662	your gonna be the death if me. i'm gonna leave a note that says its all robs fault. avenge me.	0
3663	o we cant see if we can join denis and mina? or does denis want alone time	0
3664	okie...	0
3665	upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available	1
3666	i wake up long ago already... dunno, what other thing?	0
3667	yes ammae....life takes lot of turns you can only sit and try to hold the steering...	0
3668	sorry, i'll call later	0
3669	aiyah u did ok already lar. e nydc at wheellock?	0
3670	what to think no one saying clearly. ok leave no need to ask her. i will go if she come or not	0
3671	i asked you to call him now ok	0
3672	dear matthew please call 09063440451 from a landline, your complimentary 4*lux tenerife holiday or ??1000 cash await collection. ppm150 sae t&cs box334 sk38xh.	1
3673	s.i think he is waste for rr..	0
3674	we got a divorce. lol. she.s here	0
3675	hello! just got here, st andrews-boy its a long way! its cold. i will keep you posted	0
3676	ok. so april. cant wait	0
3677	how long does applebees fucking take	0
3678	?? dun wan to watch infernal affair?	0
3679	okay same with me. well thanks for the clarification	0
3680	how have your little darlings been so far this week? need a coffee run tomo?can't believe it's that time of week already ??_	0
3681	dont search love, let love find u. thats why its called falling in love, bcoz u dont force yourself, u just fall and u know there is smeone to hold u... bslvyl	0
3682	pls send me the correct name da.	0
3683	it certainly puts things into perspective when something like this happens	0
3684	we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery	1
3685	private! your 2003 account statement for 07753741225 shows 800 un-redeemed s. i. m. points. call 08715203677 identifier code: 42478 expires 24/10/04	1
3686	hows that watch resizing	0
3687	win the newest ???harry potter and the order of the phoenix (book 5) reply harry, answer 5 questions - chance to be the first among readers!	1
3688	i guess you could be as good an excuse as any, lol.	0
3689	sunshine hols. to claim ur med holiday send a stamped self address envelope to drinks on us uk, po box 113, bray, wicklow, eire. quiz starts saturday! unsub stop	1
3690	aft i finish my lunch then i go str down lor. ard 3 smth lor. u finish ur lunch already?	0
3691	hello darlin ive finished college now so txt me when u finish if u can love kate xxx	0
3692	easy ah?sen got selected means its good..	0
3693	\hi darlin did youphone me? im athome if youwanna chat.\""	0
3694	omg how did u know what i ate?	0
3695	ambrith..madurai..met u in arun dha marrge..remembr?	0
3696	haha, just what i was thinkin	0
3697	its so common hearin how r u? wat r u doing? how was ur day? so let me ask u something different. did u smile today? if not, do it now.... gud evng.	0
3698	what is your account number?	0
3699	sac needs to carry on:)	0
3700	yun ah.now ?_ wkg where?btw if ?_ go nus sc. ?? wana specialise in wad?	0
3701	its worse if if uses half way then stops. its better for him to complete it.	0
3702	the lay man! just to let you know you are missed and thought off. do have a great day. and if you can send me bimbo and ugo's numbers, ill appreciate. safe	0
3703	no message..no responce..what happend?	0
3704	i'm very happy for you babe ! woo hoo party on dude!	0
3705	when i was born, god said, \oh no! another idiot\". when you were born  \"oh no! competition\". who knew  one day these two will become freinds forever!"	0
3706	im done. just studyn in library	0
3707	yes da. any plm at ur office	0
3708	you'll never believe this but i have actually got off at taunton. wow	0
3709	sorry, went to bed early, nightnight	0
3710	wish i were with you now!	0
3711	wat u doing there?	0
3712	yeah that's what i thought, lemme know if anything's goin on later	0
3713	oh oh... den muz change plan liao... go back have to yan jiu again...	0
3714	hi this is yijue... it's regarding the 3230 textbook it's intro to algorithms second edition... i'm selling it for $50...	0
3715	okie...	0
3716	2mro i am not coming to gym machan. goodnight.	0
3717	nvm... i'm going to wear my sport shoes anyway... i'm going to be late leh.	0
3718	wait, do you know if wesleys in town? i bet she does hella drugs!	0
3719	oh for fuck's sake she's in like tallahassee	0
3720	private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires	1
3721	u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094599	1
3722	thought we could go out for dinner. i'll treat you! seem ok?	0
3723	you call him now ok i said call him	0
3724	as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/msg, exp. 30apr	1
3725	i can. but it will tell quite long, cos i haven't finish my film yet...	0
3726	genius what's up. how your brother. pls send his number to my skype.	0
3727	i'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? i've cried enough today.	0
3728	your account has been refilled successfully by inr  &lt;decimal&gt; . your keralacircle prepaid account balance is rs  &lt;decimal&gt; . your transaction id is kr &lt;#&gt; .	0
3729	sms auction you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+	1
3730	it's ok lar. u sleep early too... nite...	0
3731	ok.ok ok..then..whats ur todays plan	0
3732	had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030	1
3733	hi dear we saw dear. we both are happy. where you my battery is low	0
3734	the whole car appreciated the last two! dad and are having a map reading semi argument but apart from that things are going ok. p.	0
3735	today my system sh get ready.all is well and i am also in the deep well	0
3736	how long has it been since you screamed, princess?	0
3737	near kalainar tv office.thenampet	0
3738	aight no rush, i'll ask jay	0
3739	as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a ??1500 bonus prize, call 09066364589	1
3740	wait 2 min..stand at bus stop	0
3741	thanks for this hope you had a good day today	0
3742	for the first time in the history 'need' 'comfort' and 'luxury' are sold at same price in india..!! onion-rs. &lt;#&gt;  petrol-rs. &lt;#&gt;  beer-rs. &lt;#&gt;  shesil  &lt;#&gt;	0
3743	ok lor.	0
3744	sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!	0
3745	you also didnt get na hi hi hi hi hi	0
3746	from someone not to smoke when every time i've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke	0
3747	that sucks. so what do you got planned for your yo valentine? i am your yo valentine aren't i?	0
3748	yup i'm still having coffee wif my frens... my fren drove she'll give me a lift...	0
3749	pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. pls holla back	0
3750	hai priya are you right. what doctor said pa. where are you.	0
3751	i am in tirupur.  call you da.	0
3752	?? called dad oredi...	0
3753	okay. i've seen it. so i should pick it on friday?	0
3754	small problem in auction:)punj now asking tiwary	0
3755	you've always been the brainy one.	0
3756	i'm still looking for a car to buy. and have not gone 4the driving test yet.	0
3757	i tot u reach liao. he said t-shirt.	0
3758	i havent add ?_ yet right..	0
3759	we not watching movie already. xy wants 2 shop so i'm shopping w her now.	0
3760	shuhui say change 2 suntec steamboat? u noe where? where r u now?	0
3761	sorry, i'll call you  later. i am in meeting sir.	0
3762	thats cool. how was your day?	0
3763	are you in town? this is v. important	0
3764	you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p??3.99	1
3765	u r subscribed 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt stop 2 84128,custcare 08712405020	1
3766	i can't make it tonight	0
3767	natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? send stop frnd to 62468	1
3768	yup... hey then one day on fri we can ask miwa and jiayin take leave go karaoke	0
3769	i've told him that i've returned it. that should i re order it.	0
3770	okey dokey swashbuckling stuff what oh.	0
3771	aight sorry i take ten years to shower. what's the plan?	0
3772	good! no, don???t need any receipts???well done! (??_) yes, please tell . what???s her number, i could ring her	0
3773	oh gei. that happend to me in tron. maybe ill dl it in 3d when its out	0
3774	then ?_ ask dad to pick ?_ up lar... ?? wan 2 stay until 6 meh...	0
3775	its ok my arm is feeling weak cuz i got a shot so we can go another time	0
3776	me not waking up until 4 in the afternoon, sup	0
3777	\me 2 babe i feel the same lets just 4get about it+both try +cheer up+not fit soo muchxxlove u locaxx\""	0
3778	1apple/day=no doctor. 1tulsi leaf/day=no cancer. 1lemon/day=no fat. 1cup milk/day=no bone problms 3 litres watr/day=no diseases snd ths 2 whom u care..:-)	0
3779	haha get used to driving to usf man, i know a lot of stoners	0
3780	ok no prob. take ur time.	0
3781	aight, let me know when you're gonna be around usf	0
3782	bring it if you got it	0
3783	i'm done oredi...	0
3784	still i have not checked it da. . .	0
3785	if i said anything wrong sorry de:-)	0
3786	well, i have to leave for my class babe ... you never came back to me ... :-( ... hope you have a nice sleep, my love	0
3787	guess who spent all last night phasing in and out of the fourth dimension	0
3788	how many licks does it take to get to the center of a tootsie pop?	0
3789	open rebtel with firefox. when it loads just put plus sign in the user name place, and it will show you two numbers. the lower number is my number. once you pick that number the pin will display okay!	0
3790	your pussy is perfect!	0
3791	lol i would but despite these cramps i like being a girl.	0
3792	loans for any purpose even if you have bad credit! tenants welcome. call noworriesloans.com on 08717111821	1
3793	sorry, i'll call later	0
3794	did u got that persons story	0
3795	babe ? i lost you ... :-(	0
3796	ok... the theory test? when are ?_ going to book? i think it's on 21 may. coz thought wanna go out with jiayin. but she isnt free	0
3797	spoke with uncle john today. he strongly feels that you need to sacrifice to keep me here. he's going to call you. when he does, i beg you to just listen. dont make any promises or make it clear things are not easy. and i need you to please let us work things out. as long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.	0
3798	promotion number: 8714714 - ur awarded a city break and could win a ??200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 ??1.50perwksub	1
3799	can u look 4 me in da lib i got stuff havent finish yet.	0
3800	hello madam how are you ?	0
3801	whenevr ur sad, whenevr ur gray, remembr im here 2 listn 2 watevr u wanna say, jus walk wid me a little while,&amp; i promise i'll bring back ur smile.:-)	0
3802	how do you plan to manage that	0
3803	the guy did some bitching but i acted like i'd be interested in buying something else next week and he gave it to us for free	0
3804	\alrite hunny!wot u up 2 2nite? didnt end up goin down town jus da pub instead! jus chillin at da mo in me bedroom!love jen xxx.\""	0
3805	ya just telling abt tht incident..	0
3806	no but the bluray player can	0
3807	hello peach! my cake tasts lush!	0
3808	valentines day special! win over ??1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/msg rcvd. custcare:08718720201.	1
3809	awesome question with a cute answer: someone asked a boy \how is ur life?\" . . he smiled &amp; answered: . . \"she is fine!\" gudnite"	0
3810	sorry, i'll call later	0
3811	studying. but i.ll be free next weekend.	0
3812	right it wasnt you who phoned it was someone with a number like yours!	0
3813	want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min	1
3814	okey doke. i'm at home, but not dressed cos laying around ill! speak to you later bout times and stuff.	0
3815	dont think you need yellow card for uk travel. ask someone that has gone before. if you do its just  &lt;#&gt; bucks	0
3816	also sir, i sent you an email about how to log into the usc payment portal. i.ll send you another message that should explain how things are back home. have a great weekend.	0
3817	dear, will call tmorrow.pls accomodate.	0
3818	my no. in luton 0125698789 ring me if ur around! h*	0
3819	joy's father is john. then john is the ____ of joy's father. if u ans ths you hav  &lt;#&gt;  iq. tis s ias question try to answer.	0
3820	can you let me know details of fri when u find out cos i'm not in tom or fri. mentionned chinese. thanks	0
3821	hello! good week? fancy a drink or something later?	0
3822	helloooo... wake up..! \sweet\" \"morning\" \"welcomes\" \"you\" \"enjoy\" \"this day\" \"with full of joy\".. \"gud mrng\"."	0
3823	**free message**thanks for using the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270	1
3824	<forwarded from 448712404000>please call 08712404000 immediately as there is an urgent message waiting for you.	1
3825	how are u? i have missed u! i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college! sad isnt it?xx	0
3826	i can't believe how attached i am to seeing you every day. i know you will do the best you can to get to me babe. i will go to teach my class at your midnight	0
3827	ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)	0
3828	yes.. now only saw your message..	0
3829	u say leh... of course nothing happen lar. not say v romantic jus a bit only lor. i thk e nite scenery not so nice leh.	0
3830	then just eat a shit and wait for ur monkey face bitch.......... u asshole..................	0
3831	feb  &lt;#&gt;  is \i love u\" day. send dis to all ur \"valued frnds\" evn me. if 3 comes back u'll gt married d person u luv! if u ignore dis u will lose ur luv 4 evr"	0
3832	i had a good time too. its nice to do something a bit different with my weekends for a change. see ya soon	0
3833	urgent! we are trying to contact u. todays draw shows that you have won a ??2000 prize guaranteed. call 09066358361 from land line. claim y87. valid 12hrs only	1
3834	that??s alrite girl, u know gail is neva wrong!!take care sweet and don??t worry.c u l8tr hun!love yaxxx	0
3835	hiya, probably coming home * weekend after next	0
3836	awesome, text me when you're restocked	0
3837	missed call alert. these numbers called but left no message. 07008009200	1
3838	just do what ever is easier for you	0
3839	otherwise had part time job na-tuition..	0
3840	are you angry with me. what happen dear	0
3841	honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!	0
3842	thanx. yup we coming back on sun. finish dinner going back 2 hotel now. time flies, we're tog 4 exactly a mth today. hope we'll haf many more mths to come...	0
3843	go until jurong point, crazy.. available only in bugis n great world la e buffet... cine there got amore wat...	0
3844	are you driving or training?	0
3845	hello lover! how goes that new job? are you there now? are you happy? do you think of me? i wake, my slave and send you a teasing kiss from across the sea	0
3846	send his number and give reply tomorrow morning for why you said that to him like that ok	0
3847	this phone has the weirdest auto correct.	0
3848	so what u doing today?	0
3849	so wat's da decision?	0
3850	free any day but i finish at 6 on mon n thurs...	0
3851	is there any movie theatre i can go to and watch unlimited movies and just pay once?	0
3852	sir, waiting for your mail.	0
3853	hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please	0
3854	i don't quite know what to do. i still can't get hold of anyone. i cud pick you up bout 7.30pm and we can see if they're in the pub?	0
3855	i'm home.	0
3856	why must we sit around and wait for summer days to celebrate. such a magical sight when the worlds dressed in white. oooooh let there be snow.	0
3857	will be office around 4 pm. now i am going hospital.	0
3858	one day a crab was running on the sea shore..the waves came n cleared the footprints of the crab.. crab asked: being my frnd y r u clearing my beautiful footprints? waves replied: a fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) gud nyt..	0
3859	also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong &gt;:(	0
3860	not planned yet :)going to join company on jan 5 only.don know what will happen after that.	0
3861	she left it very vague. she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. but checking online now and all places around usc are  &lt;#&gt;  and up	0
3862	just buy a pizza. meat lovers or supreme. u get to pick.	0
3863	had your mobile 10 mths? update to the latest camera/video phones for free. keep ur same number, get extra free mins/texts. text yes for a call	1
3864	rofl betta invest in some  anti aging products	0
3865	ha... both of us doing e same thing. but i got tv 2 watch. u can thk of where 2 go tonight or u already haf smth in mind...	0
3866	thats a bit weird, even ?- where is the do supposed to be happening? but good idea, sure they will be in pub!	0
3867	ok... take ur time n enjoy ur dinner...	0
3868	oh ya ya. i remember da. .	0
3869	no my mum went 2 dentist.	0
3870	no * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! loving u	0
3871	i cant pick the phone right now. pls send a message	0
3872	yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.	0
3873	hi.what you think about match?	0
3874	free entry into our ??250 weekly comp just send the word win to 80086 now. 18 t&c www.txttowin.co.uk	1
3875	.please charge my mobile when you get up in morning.	0
3876	1's finish meeting call me.	0
3877	yay! finally lol. i missed our cinema trip last week :-(	0
3878	missing you too.pray inshah allah	0
3879	now i'm going for lunch.	0
3880	k then 2marrow are you coming to class.	0
3881	god created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. now plz dont ask y he created so much gap between legs !!!	0
3882	you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000928. pobox45w2tg150p	1
3883	i'm used to it. i just hope my agents don't drop me since i've only booked a few things this year. this whole me in boston, them in nyc was an experiment.	0
3884	hi this is amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...	1
3885	arr birthday today:) i wish him to get more oscar.	0
3886	how much is torch in 9ja.	0
3887	still chance there. if you search hard you will get it..let have a try :)	0
3888	i tot u outside cos darren say u come shopping. of course we nice wat. we jus went sim lim look at mp3 player.	0
3889	forgot to tell ?_ smth.. can ?_ like number the sections so that it's clearer..	0
3890	s.i'm watching it in live..	0
3891	can't take any major roles in community outreach. you rock mel	0
3892	it's ok i noe u're busy but i'm really too bored so i msg u. i oso dunno wat colour she choose 4 me one.	0
3893	is that on the telly? no its brdget jones!	0
3894	is there a reason we've not spoken this year? anyways have a great week and all the best in your exam	0
3895	carlos is down but i have to pick it up from him, so i'll swing by usf in a little bit	0
3896	it does it on its own. most of the time it fixes my spelling. but sometimes it gets a completely diff word. go figure	0
3897	you ve won! your 4* costa del sol holiday or ??5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost??1.50/pm, max10mins	1
3898	hey boys. want hot xxx pics sent direct 2 ur phone? txt porn to 69855, 24hrs free and then just 50p per day. to stop text stopbcm sf wc1n3xx	1
3899	oh... kay... on sat right?	0
3900	are you being good, baby? :)	0
3901	did either of you have any idea's? do you know of anyplaces doing something?	0
3902	you call him and tell now infront of them. call him now.	0
3903	about  &lt;#&gt; bucks. the banks fees are fixed. better to call the bank and find out.	0
3904	sms auction - a brand new nokia 7250 is up 4 auction today! auction is free 2 join & take part! txt nokia to 86021 now!	1
3905	oops. 4 got that bit.	0
3906	those ducking chinchillas	0
3907	are your freezing ? are you home yet ? will you remember to kiss your mom in the morning? do you love me ? do you think of me ? are you missing me yet ?	0
3908	aight text me when you're back at mu and i'll swing by, need somebody to get the door for me	0
3909	japanese proverb: if one can do it, u too can do it, if none can do it,u must do it indian version: if one can do it, let him do it.. if none can do it,leave it!! and finally kerala version: if one can do it, stop him doing it.. if none can do it, make a strike against it ...	0
3910	sorry i missed you babe. i was up late and slept in. i hope you enjoy your driving lesson, boytoy. i miss you too ... *teasing kiss*	0
3911	i hope you that's the result of being consistently intelligent and kind. start asking him about practicum links and keep your ears open and all the best. ttyl	0
3912	well welp is sort of a semiobscure internet thing	0
3913	ok....take care.umma to you too...	0
3914	are you this much buzy	0
3915	tessy..pls do me a favor. pls convey my birthday wishes to nimya..pls dnt forget it. today is her birthday shijas	0
3916	k.i will send in  &lt;#&gt;  min:)	0
3917	already one guy loving you:-.	0
3918	staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323	0
3919	new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!	0
3920	they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.	0
3921	if you have belive me. come to my home.	0
3922	hey mate! hows u honey?did u ave good holiday? gimmi de goss!x	0
3923	turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth	0
3924	k k pa had your lunch aha.	0
3925	yup it's at paragon... i havent decided whether 2 cut yet... hee...	0
3926	you are a winner u have been specially selected 2 receive ??1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810	1
3927	we have new local dates in your area - lots of new people registered in your area. reply date to start now! 18 only www.flirtparty.us replys150	1
3928	are you not around or just still asleep? :v	0
3929	very hurting n meaningful lines ever: \i compromised everything for my love	0
3930	i wonder if your phone battery went dead ? i had to tell you, i love you babe	0
3931	no dear i do have free messages without any recharge. hi hi hi	0
3932	not directly behind... abt 4 rows behind ?_...	0
3933	lol ok. i'll snatch her purse too.	0
3934	say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...	0
3935	i wonder if you'll get this text?	0
3936	thanks da thangam, i feel very very happy dear. i also miss you da.	0
3937	hey i will be late ah... meet you at 945+	0
3938	haha... they cant what... at the most tmr forfeit... haha so how?	0
3939	oh k:)after that placement there ah?	0
3940	k fyi x has a ride early tomorrow morning but he's crashing at our place tonight	0
3941	sunshine quiz wkly q! win a top sony dvd player if u know which country the algarve is in? txt ansr to 82277. ??1.50 sp:tyrone	1
3942	accordingly. i repeat, just text the word ok on your mobile phone and send	1
3943	hello. no news on job, they are making me wait a fifth week! yeah im up for some woozles and weasels... in exeter still, but be home about 3.	0
3944	ringtone club: gr8 new polys direct to your mobile every week !	1
3945	what time is ur flight tmr?	0
3946	boooo you always work. just quit.	0
3947	mum not going robinson already.	0
3948	congratulations - thanks to a good friend u have won the ??2,000 xmas prize. 2 claim is easy, just call 08712103738 now! only 10p per minute. bt-national-rate	1
3949	great news! call freefone 08006344447 to claim your guaranteed ??1000 cash or ??2000 gift. speak to a live operator now!	1
3950	i don,t think so. you don't need to be going out that late on a school night. especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday	0
3951	i jus reached home. i go bathe first. but my sis using net tell u when she finishes k...	0
3952	thats cool! i am a gentleman and will treat you with dignity and respect.	0
3953	just chill for another 6hrs. if you could sleep the pain is not a surgical emergency so see how it unfolds. okay	0
3954	also tell him i said happy birthday	0
3955	shit that is really shocking and scary, cant imagine for a second. def up for night out. do u think there is somewhere i could crash for night, save on taxi?	0
3956	just sent again. do you scream and moan in bed, princess?	0
3957	and stop wondering \wow is she ever going to stop tm'ing me ?!\" because i will tm you whenever i want because you are mine ... *laughs*"	0
3958	i want to grasp your pretty booty :)	0
3959	i remain unconvinced that this isn't an elaborate test of my willpower	0
3960	like  &lt;#&gt; , same question	0
